TIME_VALUE,Z_LOCATION,DATA_VALUE,QF1,QF3,INTERP,ad_mm
2021-08-30 16:00:00,-35.0,34.27,2,2,True,0.056071187216756836
2021-08-30 16:00:00,-11.0,33.91,2,2,True,0.7848727823354248
2021-08-30 17:00:00,-35.0,34.27,2,2,True,0.040194585028720003
2021-08-30 17:00:00,-11.0,33.91,2,2,True,0.7947106999702733
2021-08-30 18:00:00,-35.0,34.27,2,2,True,0.04033460498582697
2021-08-30 18:00:00,-11.0,33.91,2,2,True,0.7881733928658203
2021-08-30 19:00:00,-35.0,34.26416666666667,2,2,True,0.056725098273685465
2021-08-30 19:00:00,-11.0,33.8925,2,2,True,0.6679953859259734
2021-08-30 20:00:00,-35.0,34.26,2,2,True,0.0977369295678359
2021-08-30 20:00:00,-11.0,33.8975,2,2,True,0.7220255803695633
2021-08-30 21:00:00,-35.0,34.26583333333333,2,2,True,0.04094559297603207
2021-08-30 21:00:00,-11.0,33.89833333333333,2,2,True,0.7324153974358382
2021-08-30 22:00:00,-35.0,34.27,2,2,True,0.0
2021-08-30 22:00:00,-11.0,33.884166666666665,2,2,True,0.6368462316385561
2021-08-30 23:00:00,-35.0,34.281666666666666,2,2,True,0.11619408541014703
2021-08-30 23:00:00,-11.0,33.88583333333334,2,2,True,0.6686462875419115
2021-08-31 00:00:00,-35.0,34.284166666666664,2,2,True,0.14217237326767848
2021-08-31 00:00:00,-11.0,33.913333333333334,2,2,True,0.8350335186725398
2021-08-31 01:00:00,-35.0,34.274166666666666,2,2,True,0.0
2021-08-31 01:00:00,-11.0,33.93,2,2,True,0.930397180708722
2021-08-31 02:00:00,-35.0,34.299166666666665,2,2,True,0.17993883114519765
2021-08-31 02:00:00,-11.0,33.94166666666667,2,2,True,1.0086471082731145
2021-08-31 03:00:00,-35.0,34.314166666666665,2,2,True,0.3098541393862432
2021-08-31 03:00:00,-11.0,33.95,2,2,True,1.0619907494655771
2021-08-31 04:00:00,-35.0,34.31,2,2,True,0.22505236271119933
2021-08-31 04:00:00,-11.0,33.95,2,2,True,1.0611062738601027
2021-08-31 05:00:00,-35.0,34.30416666666667,2,2,True,0.16597796848350188
2021-08-31 05:00:00,-11.0,33.95,2,2,True,1.0684343362830215
2021-08-31 06:00:00,-35.0,34.288333333333334,2,2,True,0.0
2021-08-31 06:00:00,-11.0,33.95,2,2,True,1.0802262065326549
2021-08-31 07:00:00,-35.0,34.303333333333335,2,2,True,0.0980220162630543
2021-08-31 07:00:00,-11.0,33.94416666666667,2,2,True,1.055094628452486
2021-08-31 08:00:00,-35.0,34.314166666666665,2,2,True,0.19801986218087197
2021-08-31 08:00:00,-11.0,33.93416666666666,2,2,True,0.9989334574747416
2021-08-31 09:00:00,-35.0,34.30416666666667,2,2,True,0.054613551885794726
2021-08-31 09:00:00,-11.0,33.91833333333333,2,2,True,0.9170441666476163
2021-08-31 10:00:00,-35.0,34.29416666666666,2,2,True,0.10129706056553847
2021-08-31 10:00:00,-11.0,33.91583333333333,2,2,True,0.9146065973446758
2021-08-31 11:00:00,-35.0,34.295833333333334,2,2,True,0.09327967080564087
2021-08-31 11:00:00,-11.0,33.9375,2,2,True,1.0687869677659065
2021-08-31 12:00:00,-35.0,34.31166666666667,2,2,True,0.08528145608389053
2021-08-31 12:00:00,-11.0,33.95,2,2,True,1.1421300420198561
2021-08-31 13:00:00,-35.0,34.32,2,2,True,0.13465346656286242
2021-08-31 13:00:00,-11.0,33.95583333333334,2,2,True,1.1751728711562326
2021-08-31 14:00:00,-35.0,34.325833333333335,2,2,True,0.1847407682383325
2021-08-31 14:00:00,-11.0,33.94833333333333,2,2,True,1.1274704093616883
2021-08-31 15:00:00,-35.0,34.33,2,2,True,0.21619920469635134
2021-08-31 15:00:00,-11.0,33.93416666666666,2,2,True,1.08286645184491
2021-08-31 16:00:00,-35.0,34.33,2,2,True,0.18955409714345056
2021-08-31 16:00:00,-11.0,33.924166666666665,2,2,True,1.0349271084591771
2021-08-31 17:00:00,-35.0,34.33,2,2,True,0.1925469098473577
2021-08-31 17:00:00,-11.0,33.8675,2,2,True,0.7134444184748403
